sample_id,partition,scaffold
mol_c69af49093c741ce,train,c1ccccc1
mol_c69d96a97e0c500c,train,c1ccccc1
mol_c6b241fee6ed1b39,train,c1ccc2c(c1)CC1ON2CC2NC21
mol_c6b399a018c57c1a,train,ACYCLIC:CC(=N\O)/C(C)=N/O
mol_c6b581b477de2a58,train,c1ccccc1
mol_c6b64b5a019a3981,train,c1ccccc1
mol_c6bee725b36c730f,train,c1ccccc1
mol_c6cb34bc0b448437,train,ACYCLIC:CCCCCCCCCCCCCCCCCCOCCO
mol_c6d016c9207ec7de,train,c1ccc(-c2ccon2)cc1
mol_c6dbf2dd71e6e988,train,ACYCLIC:CCCCNC(=N)NC(=N)N
mol_c6e008c01b99300d,train,c1ccc2c(c1)ccc1ncccc12
mol_c6e4c102a8ddf740,train,ACYCLIC:COP(=O)(OC)OC
mol_c6ec268e1bd97224,train,c1ccccc1
mol_c6f9296d8bce581d,train,O=C(Nc1ccccc1)N(Cc1ccccc1)C1CCCC1
mol_c6fd7756c467100a,train,ACYCLIC:CCCCOC(=O)CO
mol_c727a86de97c8788,train,c1ccc(SC2CCNCC2)nc1
mol_c72d8472ed2ea4a4,train,C1CCC(N=NC2CCCCC2)CC1
mol_c74dc8a7fac979a4,train,O=C(NN1CCCCC1)c1ccccc1
mol_c75a9471fe0c4ffd,train,c1ccc(CCNCCc2ccccc2)cc1
mol_c75ddd94b9c037b6,train,ACYCLIC:C=CC(Cl)CCl
mol_c774c772b03a5bd2,train,c1ccc(-c2cscn2)cc1
mol_c779f72fa45391ec,train,O=c1[nH]c2ccccc2nc1Cc1ccccc1
mol_c784b3b88dad3f81,train,ACYCLIC:CCCCCCCCCCCCCCN(C)C
mol_c7a8c74cb60ad6fa,train,O=C1c2ccccc2CN1c1ccccc1
mol_c7ae7445b899574b,train,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1
mol_c7b02b09e8602cc0,train,c1ccccc1
mol_c7c1127fb8d56177,train,ACYCLIC:CCCC(=O)OCCC(C)CCC=C(C)C
mol_c7c3b08fcea030c0,train,c1ccc2c(c1)CCc1ccccc1N2
mol_c7c5eaff27daecef,train,O=C1OC2(C=C1c1ccccc1)CCCCC2
mol_c7c63df1a42eac8a,train,c1ccccc1
mol_c7ce0b59c88b1f3d,train,O=c1ncccn1C1CSCO1
mol_c7e1907423d790cf,train,C1CCC(OC2CCC(OC3CCCOC3)OC2)OC1
mol_c7ed3a416341a6a1,train,ACYCLIC:NC(=O)CF
mol_c801f2c5e8739271,train,c1ccccc1
mol_c81005e2c0b444b4,train,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1
mol_c81985d667bb4e97,train,ACYCLIC:C=C(C)OC(C)=O
mol_c8260cadcfea7f4f,train,c1ccccc1
mol_c83047efa13f9cbb,train,c1ccccc1
mol_c84a4d0afa637ac1,train,ACYCLIC:Cl/C=C/Cl
mol_c87505c7f294f742,train,c1ccccc1
mol_c878286e6fd6c824,train,C(=NCc1ccccc1)c1ccccc1
mol_c87b7a7a34ed4cbe,train,C1COC1
mol_c895c4c4f979f5b6,train,ACYCLIC:CCCCOCCOCCO
mol_c8a33c10b1bbd5e6,train,ACYCLIC:O=C(O)C(=O)O
mol_c8b57425d6e3530f,train,c1ccccc1
mol_c8b73a79c7faf37a,train,ACYCLIC:CCOCCOCCOCC
mol_c8b83a9595ee3ff5,train,O=c1ccc2cc(OC3CCCCO3)ccc2o1
mol_c8bb32f23be16320,train,c1ccccc1
mol_c8bc2c8efae50278,train,C=C1CCC=CCCC2CCC12
mol_c8c06bca0d2e0377,train,c1ccc(CN2CCNCC2)cc1
mol_c8c586b465f15c18,train,c1cc[nH]c1
mol_c8c7d737b37cad85,train,O=C1CCC(C(=O)N2CCSC2)N1
mol_c8d97483e569a0f4,train,C(=Cc1ccccc1)C(C=Cc1ccccc1)=NN=C1NCCCN1
mol_c8f1649d24815ab6,train,O=C(OCCOc1cccc2[nH]ccc12)c1ccccc1
mol_c904dc74429a6a74,train,c1ccc2c(c1)oc1ccccc12
mol_c90c73f1c6c8260f,train,c1ccccc1
mol_c9161eebdaae1f7e,train,O=S(=O)(Nc1ncccn1)c1ccccc1
mol_c9234c7b8f5e4ea7,train,ACYCLIC:CCCCCCCC(=O)Cl
mol_c9451141b652ca79,train,c1ccc(CCN2CCC(c3nc4ccccc4[nH]3)CC2)cc1
mol_c947df2298db3138,train,O=C1C=CC2C(CCC3C4CCCC4CCC23)C1
mol_c94a61695a214f1b,train,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1
mol_c96ad21e0913425f,train,c1coc(CNc2[nH]cnc3ncnc2-3)c1
mol_c9797f751bed0ef2,train,O=S(=O)(Nc1nncs1)c1ccccc1
mol_c9845382129739a6,train,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
mol_c9901107617731f9,train,c1ccccc1
mol_c994275595686f89,train,c1ccccc1
mol_c9957317b1444b67,train,c1ccc2[nH]nnc2c1
mol_c9a865c7ae67d09a,train,C1CC1
mol_c9b7b94015fa0130,train,c1ccc(Oc2ccccn2)cc1
mol_c9ba49f8e5c7b1af,train,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
mol_c9c5b90e8a71c501,train,c1cnc2[nH]ncc2c1
mol_c9c7bd9a09f443de,train,c1ccccc1
mol_c9d9e789f723c6a3,train,ACYCLIC:CCCC(CCC)C(N)=O
mol_c9dc1676aa0893fb,train,c1ccc(C(OC2CCNCC2)c2ccccc2)cc1
mol_c9dded409f6b60d9,train,c1ccc(-c2cc(-c3ccccc3)[nH+][nH]2)cc1
mol_c9e0abcf015674d6,train,c1ccccc1
mol_c9e22f873b29391c,train,ACYCLIC:C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C
mol_ca0302c76acc3620,train,c1ccccc1
mol_ca2dabb7cedb821f,train,c1ccccc1
mol_ca33322fc576b5c7,train,c1ccccc1
mol_ca3f1c441006a965,train,O=C(Oc1ccc2c(c1)CCC1C2CCC2CCCC21)c1ccccc1
mol_ca49c24ac4e9f2ae,train,c1ccc(C2=NC3c4ccccc4CC3S2)cc1
mol_ca4a70fa3a62f868,train,c1ccccc1
mol_ca5d797ef70692b1,train,c1ccccc1
mol_ca6ded55867f2090,train,c1ccccc1
mol_ca7b1160fe94b4dd,train,ACYCLIC:CCCCCCCCCCCCN(C)C
mol_ca7e2b6b9d5a3d85,train,c1ccccc1
mol_ca80ed839e02a63a,train,ACYCLIC:[Br][Ca][Br]
mol_ca82ffc672efeb88,train,O=c1cccnn1-c1ccccc1
mol_ca8379edb9a8f247,train,ACYCLIC:CCCSC(=O)N(CCC)CCC
mol_ca860115e4082cbd,train,O=C(NC1CCNCC1)c1cccc2c1OCC2
mol_ca8f7875ff40523d,train,ACYCLIC:[Pd+2]
mol_ca8f78da4d573c00,train,ACYCLIC:CCCCCCCO
mol_ca95021ace7920e9,train,ACYCLIC:CCC/C=C/CO
mol_ca9efc65f85ce751,train,c1ccccc1
mol_caa1e49477bd1c39,train,c1ccc2c(c1)CCO2
mol_caa227bf8d0a8a86,train,c1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
mol_caa492e9bb0fc37e,train,c1ccccc1
mol_caacbdebc63ac3f3,train,ACYCLIC:CCN(C=O)CC
mol_caafd6ba967acba7,train,ACYCLIC:O=C(O)C(Cl)(Cl)Cl
mol_cab44470ea1d730d,train,O=C(C=Cc1ccccc1)OCc1ccccc1
mol_cab722165edfd08e,train,O=c1ccn2c3c(c(C4CC4)ccc13)OCC2
mol_cad27fb0495b6eec,train,c1ccc(Cn2cnc3cncnc32)cc1
mol_caea56d0bbcc7a28,train,C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24
mol_caefb483801cc9b3,train,c1cc(Sc2ccc(-n3ccnc3)cc2)cc(C2CCOCC2)c1
mol_cb16645a4cf5a10d,train,ACYCLIC:CCSCCCl
mol_cb17cb07af09b213,train,c1ccccc1
mol_cb19b6420e5620e4,train,ACYCLIC:CCCCC(CC)C(=O)Cl
mol_cb1d70666e2c2f11,train,c1ccccc1
mol_cb22b89b84cc58f8,train,ACYCLIC:NCCOCCO
mol_cb246065f8d4fe45,train,c1ccc(-n2cccn2)cc1
mol_cb372ad0cf51e063,train,c1ccc2c(c1)ncc1nc[nH]c12
mol_cb51ccd748b95da3,train,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
mol_cb55ab1c82eb6c5c,train,ACYCLIC:CCC(C)COC(=O)CC(C)C
mol_cb63c64f51b5828c,train,O=C1CC2OCC(CSc3nnn[nH]3)=CN12
mol_cb705f74200e48ba,train,ACYCLIC:CC=C(Cl)Cl
mol_cb914130909d54b2,train,O=C1c2ccccc2C(=O)C1c1ccccc1
mol_cb9cc56561229a8c,train,c1ccccc1
mol_cb9edcf4cbe9366e,train,O=C(C=Cc1ccccc1)OC1CCCCC1
mol_cbe9af794068ed75,train,c1ccccc1
mol_cbeb44475dd43d29,train,S=C(c1ccccc1)N1CCOCC1
mol_cbf1b954a93c0d6b,train,O=C(CCc1ccccc1)NCC(=O)OCc1ccccc1
mol_cbf1d882151e954b,train,O=S1(=O)NC(CSCc2ccccc2)=Nc2ccccc21
mol_cbfb9fb1fb9d8b24,train,c1ccccc1
mol_cc0cd4d7a8d47f7c,train,c1ccccc1
mol_cc1e4b3a487cacf2,train,O=C(NC(c1ccccc1)C1CN2CCC1CC2)c1ccccc1
mol_cc3a69313d732a53,train,c1ccccc1
mol_cc3de63ea0592d60,train,c1ccccc1
mol_cc56bb0c712fba8f,train,ACYCLIC:CCCCCCCCCCOC(C)=O
mol_cc5c37543bcabd9b,train,ACYCLIC:C=C(C)C(=O)OCCCCCCCCCCCCC
mol_cc663b3764c00cb5,train,ACYCLIC:O=C(O)CC(S)C(=O)O
mol_cc6fa7dbad7adebc,train,c1ccccc1
mol_cc792e85132d8ccd,train,ACYCLIC:CCOC(=O)C=CC(=O)O
mol_cc7b2436ffe27c77,train,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1
mol_cc7ff821e794b5d8,train,c1ccccc1
mol_cc838867c197450e,train,c1ccc2c(c1)OC1CCC3CCCCC34COC2C14
mol_cc84234a9370cb87,train,c1ccccc1
mol_cc93b07e41dcba9b,train,c1ccc(SCc2sc(-c3ccccc3)nc2CN2CCN(c3ccccc3)CC2)cc1
mol_cca397c2f357fd58,train,O=C1CC(=O)c2ccccc21
mol_cca7e3ccf2b90f7b,train,c1ccccc1
mol_cca82c1e8f43f7ed,train,ACYCLIC:CC(N)CN
mol_cca86da38a87318d,train,ACYCLIC:NC(=O)NO
mol_cca8a8035dfca0b0,train,c1ccccc1
mol_ccab294a4cf37a5e,train,c1ccc(CC2CCCCCC2)cc1
mol_ccc51878bebf4306,train,ACYCLIC:CCC(=O)OC
mol_cccd397134e53e8e,train,c1ccccc1
mol_cccfb4940dfd1ea5,train,c1ccccc1
mol_ccd82f2763f2a9d3,train,O=C1C=CCC(C=Cc2ccc3c(c2)OCO3)O1
mol_cce6c97621b98bd0,train,c1ccccc1
mol_cce8369217edfcf3,train,c1ccc(C2CCNCC2)cc1
mol_cce937559094fc61,train,ACYCLIC:[Cd+2]
mol_ccec7aadc39f9caf,train,c1ccc(C2CC2)cc1
mol_cd03188759596b79,train,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
mol_cd17cc2f58ca4c56,train,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1
mol_cd1d05e9eee14d0e,train,ACYCLIC:CC(=O)NCCCS(=O)(=O)O
mol_cd1f11329cfe031f,train,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1
mol_cd29682f0a05dfe7,train,ACYCLIC:CC(Cl)C(Cl)Cl
mol_cd35089bdaa37357,train,c1ccccc1
mol_cd43e60b007952d6,train,O=c1[nH]c(=O)[nH]c(=O)[nH]1
mol_cd48717d1210bed4,train,C1CCC2=NCCCN2CC1
mol_cd595acda1e1c490,train,O=C1c2cc3ccc(OC4CC(OC5CCCCO5)CCO4)cc3cc2CCC1OC1CC(OC2CC(OC3CCCCO3)CCO2)CCO1
mol_cd59874f292973b7,train,ACYCLIC:O=S(O)CO
mol_cd5cbaefc555aae2,train,N=C1SCCN1Cc1cccnc1
mol_cd6b61467c1a9563,train,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1
mol_cd6fbb7e874f775d,train,c1ccccc1
mol_cd7159d52b0abe7c,train,c1ccc(OCCn2ccnc2)cc1
mol_cd89f9e43020b808,train,O=C1COC(=O)N1
mol_cd9448c480514ee5,train,ACYCLIC:CC/C=C\CCO
mol_cdc327033eeea935,train,c1ccccc1
mol_cdc6998e4b84ad08,train,ACYCLIC:CCCCCC(CO)CCC
mol_cdc90ab05e4a4be6,train,O=C(c1ccc(C#Cc2ccccc2)o1)N1CCC(c2ccccc2)CC1
mol_cde012544980e620,train,c1ccccc1
mol_cdf9a85ca5915222,train,ACYCLIC:C[N+](C)(C)CC(=O)[O-]
mol_ce0df2733d537c64,train,O=C(NCCNC(=O)c1cccnc1)c1cccnc1
mol_ce132f083ba44e1c,train,c1ccccc1
mol_ce17c9ec55003612,train,ACYCLIC:ClCCOCCCl
mol_ce1ad7da1c115450,train,O=C(NS(=O)(=O)C=Cc1ccccc1)c1ccccc1
mol_ce2590cc8d256557,train,O=C(Cc1ccccc1)NCc1ccncc1
mol_ce37c7d7cffd6849,train,O=C1CCC(=O)O1
mol_ce38f62773c67bd2,train,c1ccc(NCc2cnc3ncncc3n2)cc1
mol_ce4b16122532bddd,train,ACYCLIC:O=S(=O)(O)S
mol_ce54069ec8946c4c,train,c1ccc(C2CCCc3cncn32)cc1
mol_ce548cec318b463f,train,ACYCLIC:CCCCCCCCC=O
mol_ce564a4bc280054e,train,O=C1CCC(C(=O)N2CCCCC2)N1
mol_ce58e95e786fc87e,train,ACYCLIC:CCCCCCC=O
mol_ce5fe49a4cb19a65,train,c1ccccc1
mol_ce88fec6f579e2a6,train,O=[PH](OCc1ccccc1)OCc1ccccc1
mol_ce8f24a16399a775,train,C=C1c2ccccc2C(=O)C2=CC3C(=O)C=CCC3CC12
mol_ce95524e5120b106,train,c1ccccc1
mol_ce9cf1a81e695b49,train,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1
mol_cebfc6ddc7951a4d,train,ACYCLIC:CCCCC#N
mol_cec2d376bac47f85,train,c1ccccc1
mol_cecb216fda244a31,train,O=C1NC2(CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)C(=O)NC1CC1CCCCC1
mol_cecc746ec1917270,train,c1ccccc1
mol_cecd6f06163d4779,train,O=c1ccn(C2CC2)c2cc(-c3ccc4c(c3)CNC4)ccc12
mol_ced10074b3a497ab,train,c1cn[nH]c1
mol_ced1b284c3f22cab,train,c1ccccc1
mol_ced805b93e9bf4cd,train,c1ccccc1
mol_cefe8a6e15c7d51a,train,C1COCO1
mol_ceff35958bf51ef1,train,ACYCLIC:CCCC(=O)C(C)=O
mol_cf08e032282ef83b,train,C1=Cc2ccccc2NC1
mol_cf0cfe8c271b6b64,train,ACYCLIC:CCCCCCCCCCCCCCCCCCN(C)C
mol_cf15b4e61eb4fd4a,train,c1ccccc1
mol_cf26a17c1bae111b,train,O=c1[nH]c2ccccc2[nH]1
mol_cf398d5aa273c0ef,train,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1
mol_cf3a3e568e35c3f6,train,ACYCLIC:CNC(=O)CSP(=S)(OC)OC
mol_cf42d420190ad1ab,train,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1
mol_cf4bb6c636110dc6,train,c1ccccc1
mol_cf53188314d8db37,train,ACYCLIC:CC(C)C(C)C
mol_cf5e910417a820c4,train,ACYCLIC:O=C(O)CCCCCCCCCCC(=O)O
mol_cf70aac81bb9dd84,train,C1CC[NH2+]CC1
mol_cf8585ba1b6202f4,train,ACYCLIC:CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C
mol_cf8bb123433d161c,train,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1
mol_cf8d060f1d2d605f,train,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5
mol_cfab6a11d1275383,train,O=C(Nc1ccccc1)NC1CCCCC1
mol_cfaf8acf7c7ab4c8,train,ACYCLIC:CCOP(=O)(O)C(N)=O
mol_cfc2cbf876566820,train,O=C(NC1CCN(Cc2ccccc2)C1)c1ccccc1
mol_cfc43744fac6c266,train,O=C(Nc1cccc2ccccc12)c1ccccc1
mol_cfd894e50fdfcefa,train,c1ccc2c(c1)CC1NCCC23CCCCC13
mol_cfdde373a2a8c046,train,ACYCLIC:O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
mol_cfde0905ca76b817,train,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2
mol_cfeead94950704a5,train,O=C(SCCC(=O)N1CCC(Sc2ccccc2)C1)c1ccccc1
mol_cff9fcb861b29552,train,O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCCC=CC=CCCO1
mol_d002f7fbe74ce2df,train,c1ccccc1
mol_d00f1979b2415c91,train,C(CCN1CCCCC1)=C(c1cccs1)c1cccs1
mol_d011924504f7f0d9,train,ACYCLIC:CCCCN(CCO)CCCC
mol_d02b9c32d01ed3b2,train,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5
mol_d0328f156f404b7c,train,ACYCLIC:C=C(C)C(=O)OCCOCCOC(=O)C(=C)C
mol_d03eeed5a4cbbe6e,train,c1ccccc1
mol_d046a859721ff024,train,ACYCLIC:CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
mol_d04738462de3508f,train,O=S1(=O)CCCc2ccccc21
mol_d0478c173535bbc3,train,c1ccc2c(c1)Oc1ccccc1O2
mol_d053f17a422370b6,train,ACYCLIC:CCCCCCCCCCCCCCCCCl
mol_d059c6d522c74ede,train,ACYCLIC:CC(CO)(CO)[N+](=O)[O-]
mol_d06390cfc35f7375,train,ACYCLIC:CC(C)CCC(=O)CCC(C)C
mol_d068289ff320d518,train,c1ccccc1
mol_d06ec87f23878147,train,c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1
mol_d07101abfee03efb,train,ACYCLIC:CC(C)(CO)[N+](=O)[O-]
mol_d0882325d5fa021c,train,c1ccccc1
mol_d098d7bae6befdee,train,ACYCLIC:COC(=O)C(C)=O
mol_d0ba2611b6e2b5de,train,c1ccc(Oc2ccc(Oc3ccccn3)cc2)nc1
mol_d0c1107c68480785,train,c1ccc(NC2Cc3ccccc3C2)cc1
mol_d0d551daaf01c594,train,O=C(CNC(=O)NCc1cscn1)NC(CCC(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
mol_d0db2d3e9ab84e70,train,O=C1CCC23CCCCCC(CCC2)C13
mol_d0e8f5de9bc91b3d,train,c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1
mol_d0f5f2efca69e57b,train,O=C1COC(CCN2CCC(c3ccccc3)CC2)(c2ccccc2)CN1c1ccccc1
mol_d0f7bcb9ff12b417,train,c1ccc(CC2=NCCN2)cc1
mol_d0fb2413f6873dda,train,C1=CC2CC3CCCC3(C1)C2
mol_d0fc67ab7ee391b3,train,c1ccccc1
mol_d104b6fa2b82b460,train,ACYCLIC:CCCC(CCC)C(=O)O
mol_d104d2f4fca3f957,train,c1ccccc1
mol_d107362c2f05cc05,train,c1ccc(Cn2ccnn2)cc1
mol_d108d052f717abae,train,O=C(NCCc1ccccc1)C1CCCN1
mol_d120d0bbcb43f030,train,ACYCLIC:O=C(Cl)C(Cl)Cl
mol_d12e031e5ea6d24f,train,O=C(Cc1cccc2occc12)NC1CCC2(CCCO2)CC1N1CCCC1
mol_d137ad00add52107,train,c1ccccc1
mol_d1394131ad2d6a3c,train,O=C(NC(Cc1ccccc1)C(=O)Nc1ccccc1)c1ccccc1
mol_d149982fe8e1032d,train,ACYCLIC:CC(C)=CCCC(C)=CC(=O)O
mol_d1519fa7f10932f4,train,N=C(Nc1ccccc1)Nc1ccccc1
mol_d15476494a0d85af,train,C1CCCNCCC1
mol_d156c7f61581a866,train,ACYCLIC:O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
mol_d16d5b383ac3b2f3,train,c1ccc(CN2CCc3ccsc3C2)cc1
mol_d17ae2b6d371ee0a,train,O=C(Nc1ccccc1)N(Cc1ccccc1)Cc1oc2ccccc2c1-c1ccccc1
mol_d17cae0f37deae64,train,O=C1C=CC(=O)N1
mol_d1804144c49488f4,train,O=c1[nH]cnnc1-c1ccccc1
mol_d18311a51b429b6d,train,ACYCLIC:CCN(O)CC
mol_d18376dafc25a2fa,train,c1ccccc1
mol_d184d59c80d98750,train,c1ccc(-c2nccc3ccccc23)cc1
mol_d1890d19e444708a,train,c1cncc(C2=NCCS2)c1
mol_d1b6e2f6074a3afe,train,ACYCLIC:CCC(=O)C(=O)CC
mol_d1bc7839b699642e,train,c1ccccc1
mol_d1c762ad73b514e9,train,c1ccc(-c2ccccn2)nc1
mol_d1c96b6b2cf21ed2,train,c1ccccc1
mol_d1cf7fb693b553ee,train,ACYCLIC:CCCCCCC
mol_d1dc6708cf489d13,train,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
mol_d1e496a0bcc7f960,train,O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCC(OC2CCCCO2)C=CC=CCCO1
mol_d1e7762c46378474,train,c1ccccc1
mol_d1eceb278b4002f5,train,ACYCLIC:CC(C)CC(=O)CC(C)C
mol_d1f087a967b8f0d5,train,c1cn(C2CCCO2)cn1
mol_d1f99e0d6a300441,train,ACYCLIC:CN(C)CCCNCCCN(C)C
mol_d203510713340f57,train,O=C1NCC(c2ccccc2)=Nc2cn[nH]c21
mol_d2052b2245985f67,train,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1
mol_d20b799c5b5eb6f8,train,ACYCLIC:C=C(C)C(=O)OCCCCOC(=O)C(=C)C
mol_d21ccf9a47b080d2,train,O=C1CCCC(=O)C1
mol_d227e9be25f3f17d,train,O=C(c1ccccc1)C1CCN(CCc2cnc3n(c2=O)CCS3)CC1
mol_d22f483f6a37edb8,train,O=S(=O)(Nc1ccon1)c1ccccc1
mol_d239c03806a385bb,train,ACYCLIC:CCCCCCCOC(C)=O
mol_d2479fc11409e28e,train,ACYCLIC:ClCCOP(OCCCl)OCCCl
mol_d2483c3d6b4b429c,train,C(=C1SCC(c2ccccc2)S1)n1ccnc1
mol_d24ee5813f5accff,train,C(=Cn1cncn1)c1ccccc1
mol_d27ecce1e330f1fa,train,O=C(NCc1ccc(OCCc2coc(-c3ccccc3)n2)cc1)Oc1ccccc1
mol_d290530043b6f115,train,c1ccccc1
mol_d29de9b2993364ed,train,c1ccccc1
mol_d2b508bf7ec9e65c,train,ACYCLIC:CCCCCCCCOC(C)=O
mol_d2b84b096869004e,train,O=C(c1cccs1)c1c[nH]c2ccccc12
mol_d2c393572108b3c9,train,c1ccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)cc1
mol_d2d2a20c88ae6878,train,O=C(OC1CC2CCCC(C1)N2)C(c1cccs1)c1cccs1
mol_d2d603908bf8f79f,train,ACYCLIC:BrC(Br)Br
mol_d2dcc23bcdd9ae0e,train,C1CCC(C2CCCCC2)CC1
mol_d2deede8d241ff2c,train,C1=COC(OC2CCCC(OC3CCCCO3)C2)CC1
mol_d2e640ec6c308b6d,train,ACYCLIC:CC(=O)CCC(C)C
mol_d2fa40284b5eda70,train,N=C1C=C2CCC3C4CCCC4CCC3C2CC1
mol_d2fbc77ac9728c1f,train,c1ccccc1
mol_d2fe1165f821c17b,train,ACYCLIC:CCCCOC(=O)/C=C\C(=O)OCCCC
mol_d2fecd1e28a4d739,train,ACYCLIC:CC(S)C(C)S
mol_d31603a18b309793,train,O=C1CNC(=O)N1c1ccccc1
mol_d321e1af18c5d530,train,c1ccccc1
mol_d3227c91d5a94d30,train,C(COc1ccc2c(c1)[nH]c1ccccc12)=C1CN2CCC1CC2
mol_d32371c79f172ca8,train,c1ncc2[nH]cnc2n1
mol_d323e3200180eb7a,train,S=C1NC(c2ccccc2)N2C(=S)NC(c3ccccc3)N12
mol_d32affeb05e1d6c1,train,O=C1CC2C(CCC3CCCCC32)O1
mol_d331c0e7513c5c46,train,c1ccccc1
mol_d333c60fe417c342,train,ACYCLIC:CCCCCCCCCCCCOC(C)=O
mol_d3459563c53792ce,train,c1coc(-c2nc3ccccc3[nH]2)c1
mol_d346c422d3daee0d,train,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
mol_d34700adbed4b39c,train,C1CC2CCC3C4Cc5nonc5CC4CCC3C2C1
mol_d35cce149b356219,train,c1ccccc1
mol_d35fdcb410222114,train,ACYCLIC:COC(=O)CCCCCCCC(=O)OC
mol_d382b48603438c95,train,ACYCLIC:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
mol_d398c4893b3a70ad,train,O=C(Nc1ccccc1)c1cnoc1
mol_d3c3022298f0a342,train,ACYCLIC:CCCCN=C=O
mol_d3c5df7dbe0b0e2a,train,ACYCLIC:OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
mol_d3cb778de1d4e91a,train,ACYCLIC:CCCCCCCCCC(=O)OC
mol_d3cd41e66be72a4a,train,c1ccc(Nc2ncnc3ccc(OCCCN4CCOCC4)cc23)cc1
mol_d3d6eae8c36d171e,train,N=c1[nH]ncs1
mol_d3e39a5e3048aad8,train,c1ccc(-c2ccc(CC3COc4cc(C5CCCC5)ccc4C3)cc2)cc1
mol_d3e3df8944c97149,train,c1ccccc1
mol_d3ec69fc95ba3ab0,train,c1nsnc1N1CCOCC1
mol_d3ef055281dd452c,train,ACYCLIC:CCCC(CC)CCCCCCCN
mol_d3f0dfda002b80f7,train,c1ccccc1
mol_d3f1fd5a3801b9c2,train,C=C1CCC2CCCCC2C1CC=C1CCOC1=O
mol_d4030381944ba4b0,train,c1ccccc1
mol_d40c87c8ea09b47b,train,ACYCLIC:CC(C)(C)N
mol_d411b377c03bbabd,train,c1ccc2nc3ccccc3cc2c1
mol_d41b2817e8bb2799,train,c1ccccc1
mol_d431cd4278380475,train,ACYCLIC:COC(OC)OC
mol_d43eb71c56e1c2e1,train,c1ccccc1
mol_d444a6291092dc8d,train,O=C(CCCN1CCCCC1)c1ccccc1
mol_d44ec1b16d48d970,train,c1ccccc1
mol_d463b83201f69d02,train,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12
mol_d47151dc7b157cab,train,ACYCLIC:CC(C)(Cl)[N+](=O)[O-]
mol_d47688b243cf58d6,train,c1ccccc1
mol_d4819ea6e9a4988d,train,c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3
mol_d49a1a035d4ba740,train,c1ccccc1
mol_d4a0e80164978e2b,train,O=C(CCCC1CCCCO1)CC1CCCC2(C=CCC3(CCC(C4CCCCO4)O3)O2)O1
mol_d4a73c43e83a7866,train,O=c1[nH]c(=O)[nH]c(=O)[nH]1
